pmkAthleteID,fldName,fldSex,fldAge,fldHeight,fldWeight,fpkNationality,fldYear,fldCity,fpkSport,fldEvent
25036,Chloe Elysha Dalton,F,23,180,72,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens
25302,Alexandra Mary L. Alex Danson,F,31,167,56,GBR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey
25609,Caryn Davies,F,30,193,82,USA,2012,London,Rowing,Rowing Women's Coxed Eights
25667,"Anthony Marshon Davis, Jr.",M,19,208,100,USA,2012,London,Basketball,Basketball Men's Basketball
25762,Anastasiya Semyonovna Davydova,F,29,170,54,RUS,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team
25933,Merel Manon de Blaey,F,25,172,65,NED,2012,London,Hockey,Hockey Women's Hockey
26125,Eva Roma Maria de Goede,F,23,170,61,NED,2012,London,Hockey,Hockey Women's Hockey
26938,Lucie Dcosse,F,30,168,70,FRA,2012,London,Judo,Judo Women's Middleweight
26967,Oskar Deecke,M,26,183,78,GER,2012,London,Hockey,Hockey Men's Hockey
26980,Meseret Defar Tola,F,28,159,42,ETH,2012,London,Athletics,"Athletics Women's 5,000 metres"
27357,Elena Delle Donne,F,26,195,86,USA,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball
27453,Yana Mykhailivna Dementieva,F,33,182,75,UKR,2012,London,Rowing,Rowing Women's Quadruple Sculls
27569,Deng Linlin,F,20,144,34,CHN,2012,London,Gymnastics,Gymnastics Women's Balance Beam
27574,Deng Wei,F,23,159,63,CHN,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight
27713,Inna Vasilyevna Deriglazova,F,26,173,61,RUS,2016,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual"
27743,DeMar Darnell DeRozan,M,26,201,99,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball
28072,Elisa Di Francisca,F,29,177,65,ITA,2012,London,Fencing,"Fencing Women's Foil, Individual"
28072,Elisa Di Francisca,F,29,177,65,ITA,2012,London,Fencing,"Fencing Women's Foil, Team"
28313,Tirunesh Dibaba Keneni,F,27,166,50,ETH,2012,London,Athletics,"Athletics Women's 10,000 metres"
28483,Tina Dietze,F,24,172,68,GER,2012,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres"
28639,Didier Dominique Dinart,M,35,197,104,FRA,2012,London,Handball,Handball Men's Handball
28662,Ding Ning,F,22,171,63,CHN,2012,London,Table Tennis,Table Tennis Women's Team
28662,Ding Ning,F,26,171,63,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles
28662,Ding Ning,F,26,171,63,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team
28663,Ding Xia,F,26,180,67,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball
28685,Loredana Dinu (Iordchioiu-),F,32,168,60,ROU,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team"
28734,Madeline Jane Maya DiRado,F,23,175,65,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
28734,Madeline Jane Maya DiRado,F,23,175,65,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke
28741,Carlien Clemens Dirkse van den Heuvel,F,25,170,56,NED,2012,London,Hockey,Hockey Women's Hockey
28820,Diamond Brittany Dixon,F,20,168,51,USA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay
28906,Darya Yevgenyevna Dmitriyeva,F,20,178,74,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball
29021,Nika Dobud,M,26,199,118,CRO,2012,London,Water Polo,Water Polo Men's Water Polo
29229,Rudolf Dombi,M,25,180,79,HUN,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres"
29297,Apisai Raviyawa Domolailai,M,27,192,98,FIJ,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens
29317,Claire Christine Donahue,F,23,170,63,USA,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay
29368,Dong Dong,M,23,168,57,CHN,2012,London,Trampolining,Trampolining Men's Individual
29434,Ulyana Vyacheslavovna Donskova,F,19,176,57,RUS,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group
29580,Giovani dos Santos Ramrez,M,23,172,70,MEX,2012,London,Football,Football Men's Football
29618,Sara Dosho,F,21,159,69,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle"
29686,Gabrielle Christina Victoria Gabby Douglas,F,16,157,50,USA,2012,London,Gymnastics,Gymnastics Women's Individual All-Around
29686,Gabrielle Christina Victoria Gabby Douglas,F,16,157,50,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around
29686,Gabrielle Christina Victoria Gabby Douglas,F,20,157,50,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around
29713,Douglas dos Santos Justino de Melo,M,22,173,69,BRA,2016,Rio de Janeiro,Football,Football Men's Football
29722,Owain Daniel John Doull,M,23,181,73,GBR,2016,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
29762,Nataliya Viktorivna Dovhodko,F,21,186,78,UKR,2012,London,Rowing,Rowing Women's Quadruple Sculls
29989,Caeleb Remel Dressel,M,19,191,86,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
29989,Caeleb Remel Dressel,M,19,191,86,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay
30028,Annika Elise Madsen Dries,F,20,185,89,USA,2012,London,Water Polo,Water Polo Women's Water Polo
30097,Derek Drouin,M,26,196,83,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump
30156,Alexander Mah Owens Drysdale,M,33,200,102,NZL,2012,London,Rowing,Rowing Men's Single Sculls
30156,Alexander Mah Owens Drysdale,M,37,200,102,NZL,2016,Rio de Janeiro,Rowing,Rowing Men's Single Sculls
30394,Kseniya Pavlovna Dudkina,F,17,173,49,RUS,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group
30505,Charlotte Susan Jane Dujardin,F,27,170,57,GBR,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual"
30505,Charlotte Susan Jane Dujardin,F,27,170,57,GBR,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team"
30505,Charlotte Susan Jane Dujardin,F,31,170,57,GBR,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual"
30807,Kevin Wayne Durant,M,23,206,105,USA,2012,London,Basketball,Basketball Men's Basketball
30807,Kevin Wayne Durant,M,27,206,105,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball
30808,Scott David Durant,M,28,196,96,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights
30884,Hasanboy Dusmatov,M,23,156,49,UZB,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight
31012,Conor James Dwyer,M,23,196,89,USA,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
31012,Conor James Dwyer,M,27,196,89,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
31021,Aleksandr Igorevich Dyachenko,M,22,180,85,RUS,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres"
31023,Yekaterina Vladimirovna Dyachenko,F,28,167,53,RUS,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team"
31205,Ashton James Eaton,M,24,186,81,USA,2012,London,Athletics,Athletics Men's Decathlon
31205,Ashton James Eaton,M,28,186,81,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon
31301,Tmara Echegoyen Domnguez,F,28,174,70,ESP,2012,London,Sailing,Sailing Women's Three Person Keelboat
31381,der Francis Carbonera,M,32,205,107,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball
32382,Taylor Ellis-Watson,F,23,183,65,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay
32404,Amanda Elmore,F,25,180,80,USA,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights
32407,Brittany Joyce Elmslie,F,18,179,73,AUS,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
32407,Brittany Joyce Elmslie,F,22,179,73,AUS,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
32710,Jessica Phyllis Ennis-Hill,F,26,165,57,GBR,2012,London,Athletics,Athletics Women's Heptathlon
32728,Jorge Enrquez Garca,M,21,189,74,MEX,2012,London,Football,Football Men's Football
33057,Arianna Errigo,F,24,180,68,ITA,2012,London,Fencing,"Fencing Women's Foil, Team"
33079,Anthony Lee Ervin,M,35,191,80,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle
33079,Anthony Lee Ervin,M,35,191,80,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
33095,Srgio Escadinha Dutra dos Santos,M,40,184,78,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball
33241,Chloe Esposito,F,24,168,55,AUS,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual
33282,Tony Estanguet,M,34,185,75,FRA,2012,London,Canoeing,"Canoeing Men's Canadian Singles, Slalom"
33360,Gemma Etheridge,F,29,169,66,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens
33630,Fabiana Fabi Alvim de Oliveira,F,32,169,59,BRA,2012,London,Volleyball,Volleyball Women's Volleyball
33636,Marco Jhonfai Fabin de la Mora,M,23,172,69,MEX,2012,London,Football,Football Men's Football
33638,Fabiana Marcelino Claudino,F,27,193,76,BRA,2012,London,Volleyball,Volleyball Women's Volleyball
33989,ime Fantela,M,30,183,67,CRO,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy
34012,Mohamed Muktar Jama Mo Farah,M,29,175,58,GBR,2012,London,Athletics,"Athletics Men's 5,000 metres"
34012,Mohamed Muktar Jama Mo Farah,M,29,175,58,GBR,2012,London,Athletics,"Athletics Men's 10,000 metres"
34012,Mohamed Muktar Jama Mo Farah,M,33,175,58,GBR,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres"
34012,Mohamed Muktar Jama Mo Farah,M,33,175,58,GBR,2016,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres"
34233,Rachel Fattal,F,22,173,65,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo
34357,Krisztina Fazekas Zur,F,31,172,64,HUN,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres"
34357,Krisztina Fazekas Zur,F,36,172,64,HUN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres"
34467,James Jimmy Feigen,M,26,196,98,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
34546,Felipe Anderson Perieira Gomes,M,23,178,66,BRA,2016,Rio de Janeiro,Football,Football Men's Football
34551,Allyson Michelle Felix,F,26,168,56,USA,2012,London,Athletics,Athletics Women's 200 metres
34551,Allyson Michelle Felix,F,26,168,56,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay
34551,Allyson Michelle Felix,F,26,168,56,USA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay
34551,Allyson Michelle Felix,F,30,168,56,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay
34551,Allyson Michelle Felix,F,30,168,56,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay
34626,Feng Zhe,M,24,160,58,CHN,2012,London,Gymnastics,Gymnastics Men's Team All-Around
34626,Feng Zhe,M,24,160,58,CHN,2012,London,Gymnastics,Gymnastics Men's Parallel Bars
34654,Emilie Fer,F,29,170,63,FRA,2012,London,Canoeing,"Canoeing Women's Kayak Singles, Slalom"
34829,Jrme Fernandez,M,35,199,106,FRA,2012,London,Handball,Handball Men's Handball
34900,Fernanda Fernandinha Ferreira,F,32,172,66,BRA,2012,London,Volleyball,Volleyball Women's Volleyball
35194,Connor Evan Fields,M,23,183,88,USA,2016,Rio de Janeiro,Cycling,Cycling Men's BMX
35261,scar Albeyro Figueroa Mosquera,M,33,159,62,COL,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight
35328,Filip Filipovi,M,29,196,101,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo
35496,Aria Fischer,F,17,183,78,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo
35523,Makenzie Fischer,F,19,186,74,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo
36558,Sylvia Shaqueria Fowles,F,26,198,90,USA,2012,London,Basketball,Basketball Women's Basketball
36558,Sylvia Shaqueria Fowles,F,30,198,90,USA,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball
36595,Marit Malm Frafjord,F,26,182,78,NOR,2012,London,Handball,Handball Women's Handball
36650,Zsuzsanna Susan Francia,F,29,188,80,USA,2012,London,Rowing,Rowing Women's Coxed Eights
36677,Phyllis Chanez Francis,F,24,180,72,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay
36735,Michele Frangilli,M,36,181,110,ITA,2012,London,Archery,Archery Men's Team
36785,Melissa Jeanette Missy Franklin,F,17,188,77,USA,2012,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
36785,Melissa Jeanette Missy Franklin,F,17,188,77,USA,2012,London,Swimming,Swimming Women's 100 metres Backstroke
36785,Melissa Jeanette Missy Franklin,F,17,188,77,USA,2012,London,Swimming,Swimming Women's 200 metres Backstroke
36785,Melissa Jeanette Missy Franklin,F,17,188,77,USA,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay
36785,Melissa Jeanette Missy Franklin,F,21,188,77,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
36870,Shelly-Ann Fraser-Pryce,F,25,160,57,JAM,2012,London,Athletics,Athletics Women's 100 metres
36880,Michael Audley Frater,M,29,170,67,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay
37396,Fu Haifeng,M,28,181,78,CHN,2012,London,Badminton,Badminton Men's Doubles
37396,Fu Haifeng,M,32,181,78,CHN,2016,Rio de Janeiro,Badminton,Badminton Men's Doubles
37409,Florian Fuchs,M,20,185,74,GER,2012,London,Hockey,Hockey Men's Hockey
37589,Magdalena Fularczyk-Kozowska,F,29,173,70,POL,2016,Rio de Janeiro,Rowing,Rowing Women's Double Sculls
37688,Moritz Frste,M,27,190,89,GER,2012,London,Hockey,Hockey Men's Hockey
37807,Gabriel Barbosa Almeida,M,19,178,68,BRA,2016,Rio de Janeiro,Football,Football Men's Football
37808,Gabriel Fernando de Jesus,M,19,175,68,BRA,2016,Rio de Janeiro,Football,Football Men's Football
38045,Marco Galiazzo,M,29,178,98,ITA,2012,London,Archery,Archery Men's Team
38177,Arsen Zhorayevich Galstyan,M,23,170,60,RUS,2012,London,Judo,Judo Men's Extra-Lightweight
38457,Fernanda Garay Rodrigues,F,26,181,75,BRA,2012,London,Volleyball,Volleyball Women's Volleyball
38761,English Gardner,F,24,168,55,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay
38795,Denis Gargaud Chanut,M,29,181,76,FRA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom"
38841,Daniele Garozzo,M,23,177,65,ITA,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual"
39168,Yuliya Petrovna Gavrilova,F,27,169,56,RUS,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team"
39193,Fazliddin Khasanbayevich Gaybnazarov,M,25,169,64,UZB,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight
39396,Erba Tiki Gelana,F,24,165,48,ETH,2012,London,Athletics,Athletics Women's Marathon
39561,Paul George,M,26,206,99,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball
40004,Simona Cristina Gherman (Alexandru-),F,31,170,58,ROU,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team"
40252,Juan Ignacio Gilardi,M,34,186,91,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey
40279,Kaleigh Gilchrist,F,24,176,77,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo
40339,Bertrand Fabien Gille,M,34,187,98,FRA,2012,London,Handball,Handball Men's Handball
40342,Guillaume Alain Gille,M,36,192,97,FRA,2012,London,Handball,Handball Men's Handball
40403,Fabien Pierre Aurlien Dominique Gilot,M,28,193,85,FRA,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
40707,Josip Glasnovi,M,33,178,82,CRO,2016,Rio de Janeiro,Shooting,Shooting Men's Trap
40818,Helen Rachel M. Glover,F,26,177,67,GBR,2012,London,Rowing,Rowing Women's Coxless Pairs
40818,Helen Rachel M. Glover,F,30,177,67,GBR,2016,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs
40904,Tessa Gobbo,F,25,185,82,USA,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights
40930,ivko Goci,M,33,193,93,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo
40954,Maartje Goderie,F,28,158,50,NED,2012,London,Hockey,Hockey Women's Hockey
41015,Lena Goeling,F,30,171,56,GER,2016,Rio de Janeiro,Football,Football Women's Football
41389,Vladislav Olegovich Goncharov,M,20,173,66,BLR,2016,Rio de Janeiro,Trampolining,Trampolining Men's Individual
41418,Gong Jinjie,F,29,165,65,CHN,2016,Rio de Janeiro,Cycling,Cycling Women's Team Sprint
41425,Gong Xiangyu,F,19,186,72,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball
41543,Joel Gonzlez Bonilla,M,22,185,68,ESP,2012,London,Taekwondo,Taekwondo Men's Flyweight
42000,Matthew Anthony W. Matt Gotrel,M,27,195,95,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights
42228,Martine Soffiatti Grael,F,25,168,62,BRA,2016,Rio de Janeiro,Sailing,Sailing Women's Skiff
42312,Katherine Jane Grainger,F,36,183,78,GBR,2012,London,Rowing,Rowing Women's Double Sculls
42401,Sergey Yuryevich Grankin,M,27,195,96,RUS,2012,London,Volleyball,Volleyball Men's Volleyball
42622,Draymond Jamal Green,M,26,200,104,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball
42623,Ellia Green,F,23,172,75,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens
42734,Alexander John Alex Gregory,M,28,198,97,GBR,2012,London,Rowing,Rowing Men's Coxless Fours
42734,Alexander John Alex Gregory,M,32,198,97,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours
42803,Matthew Matt Grevers,M,27,203,105,USA,2012,London,Swimming,Swimming Men's 100 metres Backstroke
42803,Matthew Matt Grevers,M,27,203,105,USA,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay
42984,Kari Aalvik Grimsb,F,27,180,80,NOR,2012,London,Handball,Handball Women's Handball
42994,Brittney Yevette Griner,F,25,203,94,USA,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball
43091,Tim Grohmann,M,23,194,98,GER,2012,London,Rowing,Rowing Men's Quadruple Sculls
43102,Mariya Igorevna Gromova,F,28,172,61,RUS,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team
43150,Marcus Gro,M,26,182,85,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres"
43150,Marcus Gro,M,26,182,85,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
43300,Hans Gruhne,M,27,193,92,GER,2016,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls
43311,Gauthier Grumier,M,32,188,83,FRA,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Team"
43412,Gu Bon-Gil,M,23,182,70,KOR,2012,London,Fencing,"Fencing Men's Sabre, Team"
43558,Steve Guerdat,M,30,182,70,SUI,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Individual"
43570,Evandro Motta Guerra,M,34,207,106,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball
43698,Michal Yves Robert Guigou,M,30,179,79,FRA,2012,London,Handball,Handball Men's Handball
43980,Guo Weiyang,M,24,160,52,CHN,2012,London,Gymnastics,Gymnastics Men's Team All-Around
43981,Guo Wenjun,F,28,168,60,CHN,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres"
43986,Guo Yue,F,24,165,54,CHN,2012,London,Table Tennis,Table Tennis Women's Team
44384,Mario-Elio Gyr,M,31,187,76,SUI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours
44410,Dniel Gyurta,M,23,185,77,HUN,2012,London,Swimming,Swimming Men's 200 metres Breaststroke
44479,Francis Townley Haas,M,19,196,84,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
44745,Kosuke Hagino,M,21,177,71,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley
44993,Arman Hall,M,22,183,75,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay
45219,Fabian Hambchen,M,28,164,62,GER,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar
45525,Vincent Hancock,M,23,173,80,USA,2012,London,Shooting,Shooting Men's Skeet
45567,Martin Hner,M,23,184,83,GER,2012,London,Hockey,Hockey Men's Hockey
45684,Brendan Joseph Hansen,M,30,183,85,USA,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay
45732,Henrik Toft Hansen,M,29,200,105,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball
45769,Lasse Norman Hansen,M,20,180,73,DEN,2012,London,Cycling,Cycling Men's Omnium
45782,Mikkel Hansen,M,28,196,98,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball
45793,Ren Toft Hansen,M,31,200,105,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball
45928,Katrine Lunde Haraldsen,F,32,181,NaN,NOR,2012,London,Handball,Handball Women's Handball
45970,"James Edward Harden, Jr.",M,22,196,100,USA,2012,London,Basketball,Basketball Men's Basketball
46015,Jessica Adele Hardy (-Meichtry),F,25,180,70,USA,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay
46207,Kayla Harrison,F,22,173,74,USA,2012,London,Judo,Judo Women's Half-Heavyweight
46207,Kayla Harrison,F,26,173,74,USA,2016,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight
46275,Christoph Harting,M,26,207,120,GER,2016,Rio de Janeiro,Athletics,Athletics Men's Discus Throw
46277,Robert Harting,M,27,201,126,GER,2012,London,Athletics,Athletics Men's Discus Throw
46542,Natasha Monique Hastings,F,30,173,68,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay
46647,Tobias Constantin Hauke,M,24,183,81,GER,2012,London,Hockey,Hockey Men's Hockey
46948,He Zi,F,21,159,51,CHN,2012,London,Diving,Diving Women's Synchronized Springboard
46951,Maaike Christiane Head,F,32,173,59,NED,2016,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls
46997,Liam Nicholas Heath,M,31,182,81,GBR,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres"
46999,Tobin Powell Heath,F,24,168,59,USA,2012,London,Football,Football Women's Football
47384,Ryan Held,M,21,NaN,NaN,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
47578,Jeffrey Jeff Henderson,M,27,183,86,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Long Jump
47672,Josephine Henning,F,26,175,68,GER,2016,Rio de Janeiro,Football,Football Women's Football
48041,Lauren Zoe Laurie Hernandez,F,16,152,49,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around
48128,Camilla Herrem,F,25,167,57,NOR,2012,London,Handball,Handball Women's Handball
48144,Hctor Miguel Herrera Lpez,M,22,180,72,MEX,2012,London,Football,Football Men's Football
48283,Carl Rupert Hester,M,45,182,86,GBR,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team"
48586,Phelan Peter Hill,M,37,172,55,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights
48595,Samantha Sami Hill,F,24,183,89,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo
48665,Madeline Clare Maddie Hinch,F,27,168,62,GBR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey
48672,Philip Hindes,M,19,178,82,GBR,2012,London,Cycling,Cycling Men's Team Sprint
48672,Philip Hindes,M,23,178,82,GBR,2016,Rio de Janeiro,Cycling,Cycling Men's Team Sprint
48704,Igor Hini,M,36,202,110,CRO,2012,London,Water Polo,Water Polo Men's Water Polo
48966,Hong Xun Vinh,M,41,175,75,VIE,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres"
49105,Max Hoff,M,33,197,95,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
49773,Samuel Honrubia,M,26,180,75,FRA,2012,London,Handball,Handball Men's Handball
49791,Ellen Marijn Hoog,F,26,164,54,NED,2012,London,Hockey,Hockey Women's Hockey
50055,Mackenzie Mack Horton,M,20,190,88,AUS,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle
50136,Sophie Hannah Marguerite Hosking,F,26,165,57,GBR,2012,London,Rowing,Rowing Women's Lightweight Double Sculls
50170,Katinka Hossz,F,27,175,65,HUN,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke
50170,Katinka Hossz,F,27,175,65,HUN,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley
50170,Katinka Hossz,F,27,175,65,HUN,2016,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley
50211,Charles Charlie Houchin,M,24,191,84,USA,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
50232,Pierre Houin,M,22,182,74,FRA,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls
50383,Christopher Andrew Chris Hoy,M,36,185,93,GBR,2012,London,Cycling,Cycling Men's Keirin
50383,Christopher Andrew Chris Hoy,M,36,185,93,GBR,2012,London,Cycling,Cycling Men's Team Sprint
50545,Hsu Shu-Ching,F,25,160,53,TPE,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight
50923,Hui Ruoqi,F,25,192,78,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball
51295,Svenja Anette Huth,F,25,163,54,GER,2016,Rio de Janeiro,Football,Football Women's Football
51369,Hwang Gyeong-Seon,F,26,175,67,KOR,2012,London,Taekwondo,Taekwondo Women's Welterweight
51514,Caterine Ibargn Mena,F,32,185,70,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump
51517,Isidoro Ibarra,M,23,175,75,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey
51519,Pedro Ibarra,M,30,174,75,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey
51603,Kaori Icho,F,28,166,61,JPN,2012,London,Wrestling,"Wrestling Women's Middleweight, Freestyle"
51603,Kaori Icho,F,32,166,61,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle"
51688,Roniel Iglesias Sotolongo,M,23,177,64,CUB,2012,London,Boxing,Boxing Men's Light-Welterweight
