pmkAthleteID,fldName,fldSex,fldAge,fldHeight,fldWeight,fpkNationality,fldYear,fldCity,fpkSport,fldEvent
51724,Andre Tyler Iguodala,M,28,198,94,USA,2012,London,Basketball,Basketball Men's Basketball
51915,Ilya Aleksandrovich Ilyin,M,24,175,94,KAZ,2012,London,Weightlifting,Weightlifting Men's Middle-Heavyweight
51921,Yekaterina Fyodorovna Ilyina,F,25,174,60,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball
51924,Dmitry Sergeyevich Ilyinykh,M,25,202,92,RUS,2012,London,Volleyball,Volleyball Men's Volleyball
52383,Kyrie Andrew Irving,M,24,190,87,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball
52447,Mansur Mustafayevich Isayev,M,25,172,73,RUS,2012,London,Judo,Judo Men's Lightweight
52448,Radik sayev,M,26,200,93,AZE,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight
52471,Nataliya Sergeyevna Ishchenko,F,26,177,60,RUS,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet
52471,Nataliya Sergeyevna Ishchenko,F,26,177,60,RUS,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team
52471,Nataliya Sergeyevna Ishchenko,F,30,177,60,RUS,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet
52471,Nataliya Sergeyevna Ishchenko,F,30,177,60,RUS,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team
52561,Mandy Islacker,F,27,164,55,GER,2016,Rio de Janeiro,Football,Football Women's Football
52994,Sandra Raluca Izbaa,F,22,164,52,ROU,2012,London,Gymnastics,Gymnastics Women's Horse Vault
53424,Nikola Jaki,M,19,197,89,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo
53492,Kirani James,M,19,180,66,GRN,2012,London,Athletics,Athletics Men's 400 metres
53494,LeBron Raymone James,M,27,203,114,USA,2012,London,Basketball,Basketball Men's Basketball
53510,Thomas Watkin Tom James,M,28,193,93,GBR,2012,London,Rowing,Rowing Men's Coxless Fours
53867,Jaqueline Maria Jaque Pereira de Carvalho Endres,F,28,186,71,BRA,2012,London,Volleyball,Volleyball Women's Volleyball
54135,Ruth Jebet,F,19,162,51,BRN,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase"
54379,Henrik Mllgaard Jensen,M,31,197,102,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball
54381,Iain Jensen,M,24,186,80,AUS,2012,London,Sailing,Sailing Men's Skiff
54630,Daniel Jrent,M,25,189,84,FRA,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Team"
54695,Carmelita Jeter,F,32,163,59,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay
54808,Jiao Liuyang,F,20,172,63,CHN,2012,London,Swimming,Swimming Women's 200 metres Butterfly
54845,Israel Sabdi Jimnez Naez,M,22,174,67,MEX,2012,London,Football,Football Men's Football
54860,Ral Alonso Jimnez Rodrguez,M,21,190,76,MEX,2012,London,Football,Football Men's Football
54882,Jin Jong-O,M,32,175,78,KOR,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres"
54882,Jin Jong-O,M,32,175,78,KOR,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres"
54882,Jin Jong-O,M,36,175,78,KOR,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres"
55069,Eric Johannesen,M,24,193,100,GER,2012,London,Rowing,Rowing Men's Coxed Eights
55122,Kari Mette Johansen,F,33,172,NaN,NOR,2012,London,Handball,Handball Women's Handball
55332,Ashleigh Johnson,F,21,186,81,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo
55565,Maro Jokovi,M,24,203,95,CRO,2012,London,Water Polo,Water Polo Men's Water Polo
55568,Guillaume Joli,M,27,178,81,FRA,2012,London,Handball,Handball Men's Handball
55616,Asjha Takera Jones,F,31,191,89,USA,2012,London,Basketball,Basketball Women's Basketball
55640,Cullen Andrew Jones,M,28,195,95,USA,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay
55676,Jade Louise Jones,F,19,156,57,GBR,2012,London,Taekwondo,Taekwondo Women's Featherweight
55676,Jade Louise Jones,F,23,156,57,GBR,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight
55792,Kelly Maria Jonker,F,22,159,59,NED,2012,London,Hockey,Hockey Women's Hockey
55874,"Hyland DeAndre Jordan, Jr.",M,28,211,120,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball
55916,Gwen Rosemary Jorgensen (-Lemieux),F,30,178,59,USA,2016,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance
55982,Anthony Oluwafemi Olaseni Joshua,M,22,198,NaN,GBR,2012,London,Boxing,Boxing Men's Super-Heavyweight
56298,Michael Jung,M,29,168,70,GER,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual"
56298,Michael Jung,M,29,168,70,GER,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team"
56298,Michael Jung,M,34,168,70,GER,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual"
56311,Henri Junghnel,M,28,179,80,GER,2016,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
56873,Viktoriya Viktorovna Kalinina,F,27,183,74,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball
57156,Yevgeniya Olegovna Kanayeva,F,22,168,42,RUS,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual
57212,Rie Kaneto,F,27,175,64,JPN,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke
57389,Nikola Karabatic,M,28,194,104,FRA,2012,London,Handball,Handball Men's Handball
57393,Daouda Karabou,M,36,198,92,FRA,2012,London,Handball,Handball Men's Handball
57997,Ryohei Kato,M,22,162,54,JPN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around
58163,Risako Kawai,F,21,160,61,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle"
58614,Ezekiel Kemboi Cheboi,M,30,167,52,KEN,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase"
58623,Tabea Kemme,F,24,169,56,GER,2016,Rio de Janeiro,Football,Football Women's Football
58704,Peter Kennaugh,M,23,174,64,GBR,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
58744,Jason Francis Kenny,M,24,178,81,GBR,2012,London,Cycling,Cycling Men's Sprint
58744,Jason Francis Kenny,M,24,178,81,GBR,2012,London,Cycling,Cycling Men's Team Sprint
58744,Jason Francis Kenny,M,28,178,81,GBR,2016,Rio de Janeiro,Cycling,Cycling Men's Sprint
58744,Jason Francis Kenny,M,28,178,81,GBR,2016,Rio de Janeiro,Cycling,Cycling Men's Keirin
58744,Jason Francis Kenny,M,28,178,81,GBR,2016,Rio de Janeiro,Cycling,Cycling Men's Team Sprint
58866,Isabel Kerschowski,F,28,167,57,GER,2016,Rio de Janeiro,Football,Football Women's Football
59097,Khasan Magometovich Khalmurzayev,M,22,182,81,RUS,2016,Rio de Janeiro,Judo,Judo Men's Half-Middleweight
59225,Elvira Ramilevna Khasyanova,F,31,163,57,RUS,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team
59263,Tagir Kamalutdinovich Khaybulayev,M,28,182,100,RUS,2012,London,Judo,Judo Men's Half-Heavyweight
59302,Vladimer Khinchegashvili,M,25,170,57,GEO,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle"
59480,Taras Yuryevich Khtey,M,30,205,109,RUS,2012,London,Volleyball,Volleyball Men's Volleyball
59493,Alan Anatolyevich Khugayev,M,23,178,84,RUS,2012,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman"
59520,Ki Bo-Bae,F,24,167,57,KOR,2012,London,Archery,Archery Women's Individual
59520,Ki Bo-Bae,F,24,167,57,KOR,2012,London,Archery,Archery Women's Team
59520,Ki Bo-Bae,F,28,167,57,KOR,2016,Rio de Janeiro,Archery,Archery Women's Team
59542,Faith Chepngetich Kibiegon,F,22,157,43,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres"
59984,Kim Hyeon-Wu,M,23,173,80,KOR,2012,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman"
60013,Kim Jae-Beom,M,27,180,78,KOR,2012,London,Judo,Judo Men's Half-Middleweight
60022,Kim Jang-Mi,F,19,160,53,KOR,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres"
60028,Kim Jeong-Hwan,M,28,178,66,KOR,2012,London,Fencing,"Fencing Men's Sabre, Team"
60047,Kim Ji-Yeon,F,24,165,56,KOR,2012,London,Fencing,"Fencing Women's Sabre, Individual"
60247,Kim So-Hui,F,22,164,50,KOR,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight
60297,Kim Un-Guk,M,23,158,62,PRK,2012,London,Weightlifting,Weightlifting Men's Featherweight
60313,Kim Woo-Jin,M,24,180,95,KOR,2016,Rio de Janeiro,Archery,Archery Men's Team
60474,Danielle Dani King (-Rowe),F,21,175,62,GBR,2012,London,Cycling,Cycling Women's Team Pursuit
60494,Lilly King,F,19,175,70,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke
60494,Lilly King,F,19,175,70,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay
60589,Eliud Kipchoge,M,31,167,57,KEN,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon
60618,Stephen Kiprotich,M,23,172,56,UGA,2012,London,Athletics,Athletics Men's Marathon
60624,Conseslus Kipruto,M,21,167,58,KEN,2016,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase"
60686,Sergey Aleksandrovich Kirdyapkin,M,32,178,66,RUS,2012,London,Athletics,Athletics Men's 50 kilometres Walk
61256,Ingrid Klimke (-Busacker),F,44,172,58,GER,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team"
61494,Bianca Knight,F,23,160,63,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay
61812,Madison Taylor Kocian,F,19,157,46,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around
62076,Roland Kkny,M,36,185,89,HUN,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres"
62116,Sara Kolak,F,21,170,74,CRO,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw
62169,Svetlana Konstantinovna Kolesnichenko,F,22,171,53,RUS,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team
62210,Osea Kolinisau,M,30,174,90,FIJ,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens
62725,Anna Korakaki,F,20,175,65,GRE,2016,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres"
62810,Oliver Korn,M,28,181,76,GER,2012,London,Hockey,Hockey Men's Hockey
62846,Darya Sergeyevna Korobova,F,23,177,58,RUS,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team
63400,Katalin Kovcs,F,36,173,64,HUN,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres"
63543,Danuta Kozk,F,25,168,63,HUN,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres"
63543,Danuta Kozk,F,25,168,63,HUN,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres"
63543,Danuta Kozk,F,29,168,63,HUN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres"
63543,Danuta Kozk,F,29,168,63,HUN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres"
63543,Danuta Kozk,F,29,168,63,HUN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres"
63567,Anastasiya Mykolavna Kozhenkova,F,26,186,75,UKR,2012,London,Rowing,Rowing Women's Quadruple Sculls
63673,Annike Berit Krahn,F,31,173,61,GER,2016,Rio de Janeiro,Football,Football Women's Football
63955,Jannick Green Krejberg,M,27,195,95,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball
64003,Peter Kretschmer,M,20,175,70,GER,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres"
64249,Ranomi Kromowidjojo,F,21,180,72,NED,2012,London,Swimming,Swimming Women's 50 metres Freestyle
64249,Ranomi Kromowidjojo,F,21,180,72,NED,2012,London,Swimming,Swimming Women's 100 metres Freestyle
64292,Luk Krplek,M,25,197,105,CZE,2016,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight
64487,Ku Bon-Chan,M,23,181,84,KOR,2016,Rio de Janeiro,Archery,Archery Men's Individual
64487,Ku Bon-Chan,M,23,181,84,KOR,2016,Rio de Janeiro,Archery,Archery Men's Team
64676,Andreas Kuffner,M,25,196,94,GER,2012,London,Rowing,Rowing Men's Coxed Eights
64780,Yolane Nicole Kukla,F,16,168,61,AUS,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
64831,Jaroslav Kulhav,M,27,188,77,CZE,2012,London,Cycling,"Cycling Men's Mountainbike, Cross-Country"
64957,Semi Kunabuli Kunatani,M,25,192,98,FIJ,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens
65026,Kahena Kunze,F,25,172,68,BRA,2016,Rio de Janeiro,Sailing,Sailing Women's Skiff
65199,Amanda Maria Kurtovic,F,21,175,71,NOR,2012,London,Handball,Handball Women's Handball
65227,Kurt Kuschela,M,23,182,86,GER,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres"
65411,Polina Viktorovna Kuznetsova (Vyakhireva-),F,29,168,60,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball
65585,Julio Csar La Cruz Peraza,M,26,182,81,CUB,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight
65878,Karim Florent Laghouag,M,40,177,70,FRA,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team"
66214,Kim Lammers,F,31,176,69,NED,2012,London,Hockey,Hockey Women's Hockey
66315,Niklas Landin Jacobsen,M,27,201,102,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball
66437,Santiago Ral Lange Roberti,M,54,184,73,ARG,2016,Rio de Janeiro,Sailing,Sailing Mixed Multihull
66517,Matthew Keir Matt Langridge,M,33,194,93,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights
66784,Eirik Vers Larsen,M,36,182,80,NOR,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres"
66820,Mads Mensah Larsen,M,24,188,106,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball
66853,Breeja Larson,F,20,183,73,USA,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay
66954,Yelena Anatolyevna Lashmanova,F,20,170,48,RUS,2012,London,Athletics,Athletics Women's 20 kilometres Walk
67066,Simone Laudehr,F,30,175,56,GER,2016,Rio de Janeiro,Football,Football Women's Football
67089,Jack David Laugher,M,21,166,65,GBR,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard
67233,Renaud Lavillenie,M,25,177,71,FRA,2012,London,Athletics,Athletics Men's Pole Vault
67496,Chad Guy Bertrand le Clos,M,20,190,83,RSA,2012,London,Swimming,Swimming Men's 200 metres Butterfly
67693,Barbara Lechner-Engleder,F,33,162,72,GER,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
67746,Kathleen Genevieve Katie Ledecky,F,15,183,73,USA,2012,London,Swimming,Swimming Women's 800 metres Freestyle
67746,Kathleen Genevieve Katie Ledecky,F,19,183,73,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle
67746,Kathleen Genevieve Katie Ledecky,F,19,183,73,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle
67746,Kathleen Genevieve Katie Ledecky,F,19,183,73,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle
67746,Kathleen Genevieve Katie Ledecky,F,19,183,73,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
68132,Lee Seong-Jin,F,27,164,65,KOR,2012,London,Archery,Archery Women's Team
68149,Lee Seung-Yun,M,21,174,80,KOR,2016,Rio de Janeiro,Archery,Archery Men's Team
68271,Clment Lefert,M,24,185,73,FRA,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
68450,Lei Sheng,M,28,193,77,CHN,2012,London,Fencing,"Fencing Men's Foil, Individual"
68658,Mathieu Lemoine,M,32,176,70,FRA,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team"
68741,Lisbeth Constance Libby Lenton-Trickett,F,27,167,60,AUS,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
68844,Amy Elizabeth LePeilbet,F,30,170,65,USA,2012,London,Football,Football Women's Football
68878,Pnlope Leprvost,F,36,175,55,FRA,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team"
68921,Sydney Rae Leroux (-Dwyer),F,22,170,66,USA,2012,London,Football,Football Women's Football
69026,Aleksandr Leonidovich Lesun,M,28,185,74,RUS,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual
69088,Melanie Leupolz,F,22,173,52,GER,2016,Rio de Janeiro,Football,Football Women's Football
69117,Amaury Raymond Leveaux,M,26,202,88,FRA,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
69152,Olga Sergeyevna Levina-Akopyan,F,31,176,63,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball
69456,Li Na,F,31,177,67,CHN,2012,London,Fencing,"Fencing Women's epee, Team"
69530,Li Xiaoxia,F,24,174,65,CHN,2012,London,Table Tennis,Table Tennis Women's Singles
69530,Li Xiaoxia,F,24,174,65,CHN,2012,London,Table Tennis,Table Tennis Women's Team
69530,Li Xiaoxia,F,28,174,65,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team
69540,Li Xuerui,F,21,175,65,CHN,2012,London,Badminton,Badminton Women's Singles
69542,Li Xueying,F,22,161,58,CHN,2012,London,Weightlifting,Weightlifting Women's Lightweight
69743,Tom Liebscher,M,23,189,89,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
69771,Julia Lier,F,24,183,78,GER,2016,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls
69817,Elis Ligtlee,F,22,185,90,NED,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin
69930,Rubn Daro Limardo Gascn,M,26,175,75,VEN,2012,London,Fencing,"Fencing Men's epee, Individual"
69968,Lin Dan,M,28,177,70,CHN,2012,London,Badminton,Badminton Men's Singles
69978,Lin Li,F,24,171,70,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball
69989,Lin Qingfeng,M,23,167,63,CHN,2012,London,Weightlifting,Weightlifting Men's Lightweight
70011,Lin Yue,M,25,163,53,CHN,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Platform
70035,Caroline Lind,F,29,183,80,USA,2012,London,Rowing,Rowing Women's Coxed Eights
70353,Danielle Dani Rodrigues Lins,F,27,183,71,BRA,2012,London,Volleyball,Volleyball Women's Volleyball
70582,Liu Hong,F,29,160,50,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk
70592,Liu Huixia,F,18,157,48,CHN,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform
70636,Liu Shiwen,F,25,160,54,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team
70665,Liu Xiaotong,F,26,188,70,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball
70843,Carli Anne Lloyd (-Hollins),F,30,170,64,USA,2012,London,Football,Football Women's Football
70965,Ryan Steven Lochte,M,27,188,88,USA,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
70965,Ryan Steven Lochte,M,27,188,88,USA,2012,London,Swimming,Swimming Men's 400 metres Individual Medley
70965,Ryan Steven Lochte,M,32,188,88,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
71013,Esther Ruth  Lofgren,F,27,188,79,USA,2012,London,Rowing,Rowing Women's Coxed Eights
71034,Eleanor Elle Logan,F,24,188,86,USA,2012,London,Rowing,Rowing Women's Coxed Eights
71034,Eleanor Elle Logan,F,28,188,86,USA,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights
71127,Vasyl Anatoliyovich Lomachenko,M,24,170,60,UKR,2012,London,Boxing,Boxing Men's Lightweight
71207,Long Qingquan,M,25,150,56,CHN,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight
71267,Fredrik Max Emil Lf,M,42,190,97,SWE,2012,London,Sailing,Sailing Men's Two Person Keelboat
71328,Arlen Lpez Cardona,M,23,178,75,CUB,2016,Rio de Janeiro,Boxing,Boxing Men's Middleweight
71399,Juan Martn Lpez,M,31,178,74,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey
71423,Marc Lpez i Tarrs,M,34,175,71,ESP,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles
71437,Mijan Lpez Nez,M,29,198,130,CUB,2012,London,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman"
71437,Mijan Lpez Nez,M,33,198,130,CUB,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman"
71687,Constantine Michael Louloudis,M,24,190,92,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours
71729,Kevin Wesley Love,M,23,208,118,USA,2012,London,Basketball,Basketball Men's Basketball
71822,Kyle Lowry,M,30,183,93,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball
71867,Heidi Lke,F,29,173,68,NOR,2012,London,Handball,Handball Women's Handball
71921,Lu Xiaojun,M,27,172,77,CHN,2012,London,Weightlifting,Weightlifting Men's Middleweight
71937,Luan Guilherme de Jesus Vieira,M,23,180,71,BRA,2016,Rio de Janeiro,Football,Football Men's Football
71941,Luan Garcia Teixeira,M,23,183,79,BRA,2016,Rio de Janeiro,Football,Football Men's Football
71981,Ricardo Samuel Lucarelli Santos de Souza,M,24,195,79,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball
72025,Jean-Michel Lucenay,M,38,186,78,FRA,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Team"
72103,Laura Ludwig,F,30,181,70,GER,2016,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball
72160,Luiz Felipe Marques Fonteles,M,32,196,89,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball
72292,Kristine Lunde-Borgersen,F,32,181,67,NOR,2012,London,Handball,Handball Women's Handball
72395,Luo Xiaojuan,F,28,170,63,CHN,2012,London,Fencing,"Fencing Women's epee, Team"
72402,Luo Yutong,M,26,165,62,CHN,2012,London,Diving,Diving Men's Synchronized Springboard
72681,Tatyana Viktorovna Lysenko (-Beloborodova),F,28,180,85,RUS,2012,London,Athletics,Athletics Women's Hammer Throw
72735,Ma Long,M,23,175,72,CHN,2012,London,Table Tennis,Table Tennis Men's Team
72735,Ma Long,M,27,175,72,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles
72735,Ma Long,M,27,175,72,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team
73100,Rosannagh Rosie MacLennan,F,23,158,54,CAN,2012,London,Trampolining,Trampolining Women's Individual
73100,Rosannagh Rosie MacLennan,F,27,158,54,CAN,2016,Rio de Janeiro,Trampolining,Trampolining Women's Individual
73104,Hannah Louise Macleod,F,32,172,67,GBR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey
73153,Natalia Madaj,F,28,175,68,POL,2016,Rio de Janeiro,Rowing,Rowing Women's Double Sculls
73221,Tianna Madison-Bartoletta,F,26,168,58,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay
73221,Tianna Madison-Bartoletta,F,30,168,58,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay
73221,Tianna Madison-Bartoletta,F,30,168,58,USA,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump
73528,Benjamin Richard Ben Maher,M,29,183,68,GBR,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Team"
73645,Leonie Rebekka Maier,F,23,163,62,GER,2016,Rio de Janeiro,Football,Football Women's Football
73758,Tomasz Majewski,M,30,204,142,POL,2012,London,Athletics,Athletics Men's Shot Put
73804,Alina Andreyevna Makarenko,F,17,172,48,RUS,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group
73822,Yekaterina Valeryevna Makarova,F,28,176,65,RUS,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles
73857,Taoufik Makhloufi,M,24,170,67,ALG,2012,London,Athletics,"Athletics Men's 1,500 metres"
73925,Anastasiya Ivanovna Maksimova,F,25,170,50,RUS,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group
74270,Margarita Abdullayevna Mamun,F,20,170,50,RUS,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual
74294,Florent Manaudou,M,21,199,99,FRA,2012,London,Swimming,Swimming Men's 50 metres Freestyle
74340,Duan Mandi,M,22,202,105,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo
74342,Milica Mandi,F,20,180,72,SRB,2012,London,Taekwondo,Taekwondo Women's Heavyweight
74393,Maiya Salakharovna Maneza,F,26,161,63,KAZ,2012,London,Weightlifting,Weightlifting Women's Middleweight
74639,Simone Ashley Manuel,F,20,178,73,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle
74639,Simone Ashley Manuel,F,20,178,73,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay
74929,Igor Mareni,M,30,173,70,CRO,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy
74930,Yekaterina Aleksandrovna Marennikova,F,34,176,70,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball
74950,Melanie Margalis,F,24,173,65,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
75045,Carolina Mara Marn Marn,F,23,172,65,ESP,2016,Rio de Janeiro,Badminton,Badminton Women's Singles
75262,McKayla Rose Maroney,F,16,160,46,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around
75285,Helen Louise Maroulis,F,24,163,57,USA,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle"
75293,Dzsenifer Marozsn,F,24,171,68,GER,2016,Rio de Janeiro,Football,Football Women's Football
75337,Marcos Marquinhos Aos Corra,M,22,185,75,BRA,2016,Rio de Janeiro,Football,Football Men's Football
75966,Sergey Anatolyevich Martynov,M,44,173,65,BLR,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
76242,Luca Masso,M,22,186,82,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey
76329,Viliame Sevaka Mata,M,24,196,106,FIJ,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens
76407,Courtney Lynn Kaiulani  Mathewson,F,25,171,69,USA,2012,London,Water Polo,Water Polo Women's Water Polo
76407,Courtney Lynn Kaiulani  Mathewson,F,29,171,69,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo
